CHG CODE,CHG CODE DESC,PRICE,AS OF DATE
1402981,TEGADERM 2X2.75 IN  ,2,3/26/2020
1402999,SPARC SLING MESH    ,1766,3/26/2020
1403005,STRATASORB 4X4 DRESS,7,3/26/2020
1403070,SENSOR/COUPLER KIT  ,29,3/26/2020
1403088,S/USE RESUS KIT     ,22,3/26/2020
1403096,OXISENSOR SOFTCARE A,61,3/26/2020
1403104,OXISENSOR MAXFAST FO,61,3/26/2020
1403112,OXISENSOR MAX-N NEON,61,3/26/2020
1403120,PICC KIT SAFETY     ,267,3/26/2020
1403138,AQUACEL AG HYDROFIBE,32,3/26/2020
1403146,AQUACEL AG HYDROFIBE,22,3/26/2020
1403153,BREAST SHELL INV. NI,31,3/26/2020
1403161,BLOOD SET STANDARD F,33,3/26/2020
1403179,XL WALKER BOOT      ,449,3/26/2020
1403187,EASI-TUBE 34 FR     ,29,3/26/2020
1403195,5.5 NASAL PACK W/STR,76.9,3/26/2020
1403203,RHINO ROCKET SLIM MD,76.9,3/26/2020
1403211,QUICK-COMBO REDI-PAK,449,3/26/2020
1403229,PACING CATH W/INTROD,449,3/26/2020
1403237,SUCTION/IRRIGATOR   ,107,3/26/2020
1403245,MONOCRYL SUTURE Y682,12,3/26/2020
1403252,"CANNULA, BI-FLO     ",8,3/26/2020
1403260,"DRAPE, LAVH         ",449,3/26/2020
1403278,"TENS ELECTRODE, 1 1/",23,3/26/2020
1403286,"RECTAL PROBE, 9FR   ",21,3/26/2020
1403294,PERIVAC W/8.3 PIGTAI,296,3/26/2020
1403302,"COMBI-TUBE, 37FR    ",150,3/26/2020
1403310,"COMBI-TUBE, 41 FR   ",150,3/26/2020
1403328,CURVED METZENBAUN SC,128,3/26/2020
1403336,"FULL BODY BLANKET, A",74,3/26/2020
1403344,$406 CLIPPER BLADES ,10,3/26/2020
1403351,LCP PLATE SYNTHES   ,1070.06,3/26/2020
1403369,"GRASPER, 5MM BABCOCK",193,3/26/2020
1403377,"PNEUMONTIC NEEDLE, 1",58,3/26/2020
1403385,ENDOPATH DISSECTOR 5,164,3/26/2020
1403393,DUO-VISC            ,204,3/26/2020
1403401,BIPOLAR CAUTERY BRUS,36,3/26/2020
1403419,"PROBE, IRRIGATING OC",343,3/26/2020
1403427,HYPERINFLATION SYSTE,59,3/26/2020
1403435,"TROCAR, BLUNT 12 MM ",164,3/26/2020
1403443,"SYRINGE, PULSATOR 7M",9,3/26/2020
1403450,"ELECTRODE, MULTI-FUN",70,3/26/2020
1403468,FECAL COLLECTION POU,15,3/26/2020
1403476,APLIGRAF - 44CM     ,1983,3/26/2020
1403484,"HUMIDIFER, HCH/HME, ",3,3/26/2020
1403492,"SUTURE, 44T,SZ 0,27L",12,3/26/2020
1403500,SP 02 PROBE/SLEEP   ,43,3/26/2020
1403518,"MEPITE, 3""X4""       ",18,3/26/2020
1403526,FLEXISEAL FMS KIT   ,526,3/26/2020
1403534,FLEXISEAL REPLACEMEN,125,3/26/2020
1403559,"PHILADELPHIA COLLAR,",21,3/26/2020
1403567,"PHILADELPHIA COLLAR,",21,3/26/2020
1403575,"POUCH, 1 3/4, 10BX  ",2,3/26/2020
1403583,"WAFER, 1 3/4, 10BX  ",2,3/26/2020
1403591,V-LANCE KNIFE       ,74,3/26/2020
1403609,"O-VICRYL REEL, J286G",7,3/26/2020
1403617,MRI POWER PORT      ,1007,3/26/2020
1403625,"DRILL BIT,1.1.4MM   ",287,3/26/2020
1403633,"DRILL BIT,1.5X110MM ",287,3/26/2020
1403641,BOLUS EXTENSION SET ,29,3/26/2020
1403658,"HEADREST,SLOTTED RIC",45,3/26/2020
1403666,"VENT TUBE, SHEA PARA",63,3/26/2020
1403674,POROUS POLYETHLENE S,668,3/26/2020
1403682,SYNTHES SCREWS & HAR,437,3/26/2020
1403690,PLATINUM ROTH NET   ,219,3/26/2020
1403708,ORAL CARE KIT       ,51,3/26/2020
1403716,MALYUGIN RING       ,282,3/26/2020
1403724,1.4 PLASTIBELL      ,14,3/26/2020
1403732,KIWI VACUUM DEL. SYS,69,3/26/2020
1403740,"WAFER, 4"" BOX/5     ",33,3/26/2020
1403757,"POUCH, 4"" BOX/10    ",33,3/26/2020
1403765,"POUCH, 1 3/4"" BOX/10",36,3/26/2020
1403773,"WAFER, 1 3/4"" BOX/10",47,3/26/2020
1403781,"SUTURE, VICRYL 4.0 J",6,3/26/2020
1403799,ULTRAPRO PLUG SMALL ,349,3/26/2020
1403807,ULTRAPRO PLUG MEDIUM,352,3/26/2020
1403815,ULTRAPRO PLUG LARGE ,484,3/26/2020
1403823,ULTRAPRO MESH 3 X6  ,437,3/26/2020
1403831,H TO L CONVERSION SE,29,3/26/2020
1403849,TED HOSE XXLG/REG   ,22,3/26/2020
1403856,FETAL SCALP ELECTROD,12,3/26/2020
1403864,COOL MIST HUMIDIFIER,105,3/26/2020
1403872,ULTRAPRO MESH 12 X 1,525,3/26/2020
1403880,NEO-NATAL RES MASK  ,29,3/26/2020
1403898,PROTACK STAPLER 30  ,1027,3/26/2020
1403906,KIWI OMNI DEL SET   ,61,3/26/2020
1403914,413179 DURAHESIVE WA,67,3/26/2020
1403922,5CC P/F NACL SYRINGE,9,3/26/2020
1403930,10CC P/F NACL SYRING,9,3/26/2020
1403948,ULTRA PRO MESH 6X6  ,297,3/26/2020
1403955,NIFOMETER           ,35,3/26/2020
1403963,DISP. VISION CIRCUIT,22,3/26/2020
1403971,"MICKEY SKIN TUBE, 15",290,3/26/2020
1403989,PEDIALYTE           ,6,3/26/2020
1403997,DISP LMA MASK SIZE 2,24,3/26/2020
1404003,DISP LMA MASK SIZE 3,24,3/26/2020
1404011,DISP LMA MASK SIZE 4,24,3/26/2020
1404029,DISP LMA MASK SIZE 5,24,3/26/2020
1404045,"MEDIPORE 2"" CLOTH TA",13,3/26/2020
1404052,PARIETEX HERNIA MESH,735,3/26/2020
1404060,XEROFORM DRESSING   ,3,3/26/2020
1404078,MEPILEX DRESSING    ,12,3/26/2020
1404086,PROCEED MISH R1     ,640,3/26/2020
1404094,PROCEED MISH M1     ,1022,3/26/2020
1404102,"PRESSURE INFUSER, DI",32,3/26/2020
1404110,CENTER POINT LOCK BA,3,3/26/2020
1404128,CHANG HYDRODISSECTOR,15,3/26/2020
1404136,TEGADERM SQUARE 9061,10,3/26/2020
1404144,TEGADERM OVAL 90613 ,17,3/26/2020
1404151,4X4 NON-ADHESIVE FOA,11,3/26/2020
1404169,ANCHOR FAST E.T. FAS,25,3/26/2020
1404177,HUBER NEEDLE 20X3/4 ,19,3/26/2020
1404185,SURGICLIPS LRG      ,142,3/26/2020
1404193,SURGICLIPS MED      ,141,3/26/2020
1404201,JAMSHIDI BONE MARROW,68,3/26/2020
1404219,JAMSHIDI NEEDLE 11GX,48,3/26/2020
1404227,TEGADERM FOAM DRESSI,11,3/26/2020
1404235,AEROSOL MASK        ,4,3/26/2020
1404243,COLLECTION BAG 10 LT,29,3/26/2020
1404250,COLLECTION BAG 20 LT,34,3/26/2020
1404268,"SUT, VICRYL 3-0 UNDY",6,3/26/2020
1404276,"SUT, VICRYL 4-0 UNDY",6,3/26/2020
1404284,COLL. BAG WITH POWDE,48,3/26/2020
1404292,PREM.SURGICLIP 13.0 ,377,3/26/2020
1404300,SURESITE 2.375 X 2.7,3,3/26/2020
1404318,SURESITE 4 X 4.5    ,3,3/26/2020
1404326,OPSITE 10 X 5.5     ,11,3/26/2020
1404334,IV START KIT        ,4,3/26/2020
1404342,CENT. LINE TRAY W/PI,32,3/26/2020
1404349,SINGLE INCISION SLIN,3005,3/26/2020
1404367,HEATED BREATHING CIR,58,3/26/2020
1404375,MAXORB EXTRA ALGINAT,11,3/26/2020
1404383,MAXORB EXTRA ROPE 12,23,3/26/2020
1404391,MALLEABLE INTRO (BOU,23,3/26/2020
1404409,LECTROBRASIVE CLEANE,36,3/26/2020
1404417,"SAW BLADE, 27MMX70MM",131,3/26/2020
1404425,BURN DRESSING 18X18 ,3,3/26/2020
1404433,SAM SPLINT          ,36,3/26/2020
1404441,"SAW BLADE, 9.5X25 FI",20,3/26/2020
1404458,DUODERM 8X9 SACRAL  ,35,3/26/2020
1404466,ROLLER BALL ELECTROD,257,3/26/2020
1404474,SAFETY MULTI LUMEN C,249,3/26/2020
1404482,3/X REG TED HOSE    ,17,3/26/2020
1404490,PEDI DEFIB ELECTRODE,62,3/26/2020
1404508,ONE STEP ELECTRODE  ,206,3/26/2020
1404516,MEDIHONEY DRESSING 1,42,3/26/2020
1404524,ESOPH RECT PROBE ADU,20,3/26/2020
1404532,DS/LR 500CC         ,23,3/26/2020
1404540,NEWBORN CIRCUIT GIRA,36,3/26/2020
1404557,D-5/.45 NACL 500CC  ,3,3/26/2020
1404565,LATEX FOLEY TRAY    ,35,3/26/2020
1404573,HEXAGON PRISM MATRIX,34,3/26/2020
1404581,CARR LOCKE INJECTION,90,3/26/2020
1404599,MEDIHONEY CALCIUM AL,30,3/26/2020
1404607,AQUACEL HYDROFIBER 4,35,3/26/2020
1404615,CQUR TACSHIELD MESH ,1597,3/26/2020
1404623,SUTURE POLYSORB 3.0 ,21,3/26/2020
1404631,CHLORHEXIDINE PREP T,12,3/26/2020
1404649,CQUR VPATCH 4.3 CM  ,752,3/26/2020
1404656,CQUR VPATCH 8.0 CM  ,1191,3/26/2020
1404664,CQUR TACSHIELD 10X15,1064,3/26/2020
1404672,CLEAR LINK 10 DROP S,9,3/26/2020
1404680,"SUTURE, VICRYL 3-0 Y",11,3/26/2020
1404698,ASTIGMATISM CORRECTI,403,3/26/2020
1404706,ASTIGMATISM CORRECTI,403,3/26/2020
1404714,DECANTING DEVICE    ,6,3/26/2020
1404722,PRISMA COLLAGEN DRES,65,3/26/2020
1404730,SAW BLADE STANDARD  ,63,3/26/2020
1404748,CQUR VPATCH MED     ,975,3/26/2020
1404755,HERNIA MESH TINTRAC ,3000,3/26/2020
1404763,HERNIA MESH TEALFIL8,746,3/26/2020
1404771,HIDA HEPA W/ CCK    ,2000,3/26/2020
1404789,19M/L TIT K2 CART   ,121,3/26/2020
1404797,ENDOCUT DISPOSABLE  ,98,3/26/2020
1404805,MICKEY GASTROSTOMY T,290,3/26/2020
1404813,FOOT SLEEVE LARGE   ,57,3/26/2020
1404821,REDDICK-SAYE RETRACT,436,3/26/2020
1404839,REG CATARACT LENSE  ,328,3/26/2020
1404847,SYRINGE ECCENCTRIC  ,2,3/26/2020
1404854,MICRO BLADE SAGITTAL,34,3/26/2020
1404862,OPTIMA STENT 7X22   ,248,3/26/2020
1404870,SMALL SNAREMASTER   ,31,3/26/2020
1404888,EXTRA LARGE FASHIO  ,2,3/26/2020
1404896,OPTIMA STENT 6X24   ,248,3/26/2020
1404904,OPTIMA STENT 6X26   ,248,3/26/2020
1404912,OPTIMA STENT 6X28   ,256,3/26/2020
1404920,OPTIMA STENT 7X24   ,248,3/26/2020
1404938,OPTIMA STGENT 7X26  ,248,3/26/2020
1404946,OPTIMA STENT 7X28   ,248,3/26/2020
1404953,ESOPH STETHOSCOPE   ,14,3/26/2020
1404961,SUCTION VALVE MAJ 20,23,3/26/2020
1404979,INSUFFLATION TUBINT ,21,3/26/2020
1404987,19 FR J/P ROUND DRAI,32,3/26/2020
1404995,FIBRACOL 2X2 DRESSIN,11,3/26/2020
1405000,SN60AT LENSE        ,316,3/26/2020
1405018,SN6AT3 LENSE        ,1010,3/26/2020
1405026,PLEURX CATH KIT     ,1122,3/26/2020
1405034,PLEURX DRAIN KIT    ,130,3/26/2020
1405042,CHOLANG CATH W/ INT ,111,3/26/2020
1405109,AVANDIA 8MG TABLET  ,32,3/26/2020
1405240,LEUCOVORIN CAL 100 M,37.73,3/26/2020
1405265,LIPITOR 40 MG TABLET,5,3/26/2020
1405349,PREDNISOLONE 1% OPTH,169.25,3/26/2020
1405430,UNIVASC 15MG TABLET ,4,3/26/2020
1405448,VANTIN 200MG TABLET ,19,3/26/2020
1405505,COUMADIN 4 MG TABLET,5.45,3/26/2020
1405539,GLUCOVANCE 5/500MG  ,4,3/26/2020
1405547,SEROQUEL 100MG TABLE,5.15,3/26/2020
1405570,TNKASE 50 MG KIT    ,447.83,3/26/2020
1405588,TPA ADMINISTRATION F,123.45,3/26/2020
1440500,SN60AT LENSE        ,316,3/26/2020
1440508,LG WHITE DRESSING   ,37,3/26/2020
1440516,Y-CONNECTOR         ,6,3/26/2020
1440532,NERVE STIMULATOR    ,116,3/26/2020
1440540,SAG BLADE COARSE    ,18,3/26/2020
1440548,SAGI BLADE COARSE   ,18,3/26/2020
1440556,SAG BLADE FINE      ,33,3/26/2020
1440564,HYDRO FERA BLUE 4X4 ,22,3/26/2020
1440572,AD/PED SP02 SENSOR  ,28,3/26/2020
1440580,INFANT SP02 SENSOR  ,30,3/26/2020
1440588,FILT LINESET AD/PEDI,28,3/26/2020
1440596,CAPNOLINE ADULT     ,35,3/26/2020
1440604,SAW BLADE 519.113S  ,118,3/26/2020
1440612,DISSECTOR BLUNT TIP ,41,3/26/2020
1440620,"4"" COBAN STERILE    ",8,3/26/2020
1440628,UROLOGY STENT 6X22FR,240,3/26/2020
1440636,MAKO FORCEPS W/TEETH,24,3/26/2020
1440644,GRANU FOAM DRESSING ,188,3/26/2020
1440652,"NATURA 2 3/4"" POUCH ",2,3/26/2020
1440660,"WAFER TAN 2 3/4""    ",2,3/26/2020
1440668,HUBER NEEDLE 19X1   ,15,3/26/2020
1440676,COLLECTION BAG      ,38,3/26/2020
1440684,TUBE SET KIT        ,216,3/26/2020
1440692,ISOLATION DRAPE     ,109,3/26/2020
1440700,SN6AT6 TORIC LENSE  ,980,3/26/2020
1440708,SN6AT8 TORIC LENSE  ,980,3/26/2020
1440716,IODOSORB GEL        ,28,3/26/2020
1440724,IODOFLEX PAD        ,29,3/26/2020
1440732,FLYTE HOOD DISP     ,57,3/26/2020
1440740,"SAW BLADE 24X4,1 BLA",67,3/26/2020
1440748,SAW BLADE 24X5.5    ,108,3/26/2020
1440756,"SAW BLADE,18X4,1BLA ",60,3/26/2020
1440764,"SAW BLADE,18X5.5 2BL",97,3/26/2020
1440772,"SAW BLADE 30X4,1BLA ",75,3/26/2020
1440780,"SAW BLADE 34X4, 1BLA",78,3/26/2020
1440788,"SAW BLADE 44X4, 1BLA",85,3/26/2020
1440796,"SAGITTAL BLDE,25.0X ",113,3/26/2020
1440804,"BLADE, DOUBLE OFFSET",62,3/26/2020
1440812,INRPLS HP SET W/RET.,84,3/26/2020
1440820,"STERILE 6"" ACE      ",11,3/26/2020
1440836,"XEROFORM 1"" X 8""    ",2,3/26/2020
1440844,INTERPULSE HANDPIECE,79,3/26/2020
1440852,HEMOVAC AUTO TRAN FU,120,3/26/2020
1440860,U DRAPE             ,10,3/26/2020
1440868,HIP PACK            ,75,3/26/2020
1440876,ABDUCTION SYSTEM    ,67,3/26/2020
1440884,KNEE SUPPORT S/M    ,119,3/26/2020
1440892,KNEE SUPPORT L/XL   ,119,3/26/2020
1440900,"STIMUPLEX 22GAZ"" NDL",23,3/26/2020
1440908,"STIMULPEX 20G 6"" NDL",31,3/26/2020
1440916,"STIMUPLEX 21GA 4""NDL",23,3/26/2020
1440924,KIRSHNER WIRE       ,166,3/26/2020
1440932,DRILL BIT           ,357.55,3/26/2020
1440940,GUIDE PIN           ,389,3/26/2020
1440948,CORTICAL SCREW      ,485,3/26/2020
1440956,CANNULATED HIP SCREW,587,3/26/2020
1440964,CANCELLOUS SCREW    ,587,3/26/2020
1440972,TI LOW PROFILE SCREW,340,3/26/2020
1440980,LAG SCREW           ,1625,3/26/2020
1440988,TROCANTERIC NAIL    ,4736,3/26/2020
1440996,WRISTFIX STERILE PAK,3731.64,3/26/2020
1441020,BONE CEMENT         ,455,3/26/2020
1441028,DISTAL RADIUS PLATE ,2090,3/26/2020
1441036,LOCKING SCREW       ,267,3/26/2020
1441044,NON LOCKING SCREW   ,144,3/26/2020
1441052,TICRON SUTURE HGS-21,17,3/26/2020
1441060,MIST APPLICATOR     ,119,3/26/2020
1441068,MIST 360 APPLICATOR ,119,3/26/2020
1441076,COBAN 2 LAYER LITE  ,34,3/26/2020
1441084,COBAN 2 LAYER       ,34,3/26/2020
1441092,LIN CUTTER PROX 100 ,396,3/26/2020
1441100,RELOAD LINCUTTER 100,208,3/26/2020
1441108,BIOSTEP AG 4X4      ,49,3/26/2020
1441116,LIGATING CLIP MD    ,8,3/26/2020
1441124,LIGATING CLIP S/S   ,6,3/26/2020
1441132,INTRODUCER 9FR.CATH ,250,3/26/2020
1441140,TIBIAL LOCKING BAR  ,319,3/26/2020
1441148,ANTER STBLZD BEARING,1855,3/26/2020
1441156,PLEURX PERI CATH KIT,1093,3/26/2020
1441164,"ACE BANDAGE 6""X10 YD",33,3/26/2020
1441172,TOTAL JOINT PACK    ,275,3/26/2020
1441180,DOBBHOFF TUBE 8FR   ,28,3/26/2020
1441188,MINIBORE PCA EXT SET,15,3/26/2020
1441196,VERAFLO DRESSING MED,217,3/26/2020
1441204,"HUBER NEEDLE 22G3/4""",13,3/26/2020
1441212,ULTA VERALINK CASS. ,111,3/26/2020
1441220,CERCLAGE WIRES 1.0MM,26.21,3/26/2020
1441228,1.7MM CABLE         ,932.77,3/26/2020
1441236,DYONICS 25 TUBING   ,113.54,3/26/2020
1441268,WC SUTURE REM TRAY  ,4.75,3/26/2020
1441276,FEMORAL CEMENT MOLD ,3482.7,3/26/2020
1441284,TIBIAL CEMENT MOLD  ,1503.36,3/26/2020
1441292,TUBULAR PLATE       ,226.51,3/26/2020
1441308,HIP SURGICAL DRAPE  ,27.97,3/26/2020
1441316,EPIDURAL PUMP TUBING,27.17,3/26/2020
1441324,HIP ABDUCT ORTHOSIS ,620.33,3/26/2020
1441332,ERSPEC W/LIGHT MED  ,11.52,3/26/2020
1441340,STD. 3 HOLE PLATE   ,2606.34,3/26/2020
1441348,BONE VOID FILLER 10 ,5749.92,3/26/2020
1441356,QUICKCLIP PRO 230 CM,271.44,3/26/2020
1441364,SNAP DRESSING KIT   ,103.21,3/26/2020
1441372,SNAP CARTRIDGE      ,202.18,3/26/2020
1441380,"SNAP STRAP LARGE 24""",28.35,3/26/2020
1441388,ANASEPT 8OZ SPRAY   ,23.18,3/26/2020
1441396,LOCKING ACP PLATE   ,620.69,3/26/2020
1441404,TROCAR CLOSURE DEV  ,56.05,3/26/2020
1441412,BALL NOSE GUIDE WIRE,361.8,3/26/2020
1441420,HEIMLICH DRAIN VALVE,69.18,3/26/2020
1441428,FLIP FLO CATH VALVE ,6.12,3/26/2020
1441436,3-0 PLAIN GUT SUTURE,14.22,3/26/2020
1441444,CPR-D PADZ          ,189.67,3/26/2020
1441452,SNAP BRIDGE DRSG KIT,137.09,3/26/2020
1441460,"2"" MEDIPORE TAPE    ",9.71,3/26/2020
1441468,PRIMATRIX SQ CM     ,85.97,3/26/2020
1441476,ADHESIVE REMOVER PAD,8.9,3/26/2020
1441484,GLUCAN PRO 3000 3.5Z,127.81,3/26/2020
1441492,HYDROFERA BLUE 2X2  ,12.04,3/26/2020
1441500,DRAWTEX DRESSING 2X2,14.72,3/26/2020
1441508,DRAWTEX DRESSING 4X4,20.74,3/26/2020
1441516,VASHE 118ML BOTTLE  ,20.56,3/26/2020
1441524,VASHE INSTILLATION  ,26.11,3/26/2020
1441532,XPANSION KIT        ,1104.19,3/26/2020
1441540,DVRA PLATE          ,950.73,3/26/2020
1441548,2-0 PLAIN SUTURE    ,7.19,3/26/2020
1441556,"DISP TOURNIQUET 44"" ",110.27,3/26/2020
1441564,CATHETER 4F 20X5    ,20.97,3/26/2020
1441572,DISP BIOPSY PUNCH   ,8,3/26/2020
1441580,CLAVICLE PLATE      ,950.4,3/26/2020
1441588,BEAD TIP GUIDE WIRE ,188.7,3/26/2020
1441596,TWIST DRILL         ,406.8,3/26/2020
1441604,LEAD CORTICAL SCREW ,442.76,3/26/2020
1441612,TIBIAL NAIL         ,2584.55,3/26/2020
1441620,ONE STEP REAMER     ,1211.71,3/26/2020
1441628,THREAD TIP WIRE     ,255.53,3/26/2020
1441636,CALIBRATED DRILL    ,315.39,3/26/2020
1441644,"KIDS PACK COFLEX 2"" ",3.2,3/26/2020
1441652,SUCTION COAGULATOR  ,21.2,3/26/2020
1441660,MYRINGOTOMY KNIFE   ,31.25,3/26/2020
1441668,SUTURE ANCHOR       ,365.04,3/26/2020
1441676,GRASPING FORCEPS    ,119.95,3/26/2020
1441684,REVISION KNEE       ,27700,3/26/2020
1441692,DONALDSON VENT TUBES,49.39,3/26/2020
1441700,POLYSORB SUTURE 4-0 ,15.08,3/26/2020
1441708,TCC-EZ REGULAR BOOT ,137.09,3/26/2020
1441716,TCC-EZ LARGE BOOT   ,163.3,3/26/2020
1441724,LARGE CHARCOT BOOT  ,187.49,3/26/2020
1441732,EXTRA LARGE BOOT    ,171.36,3/26/2020
1441740,"3"" CASTING SYSTEM   ",193.75,3/26/2020
1441748,DISTAL FEMORAL PLATE,3265.55,3/26/2020
1441756,MYRINGOTOMY KNIFE 45,23.98,3/26/2020
1441764,INTRANASAL SPLINT   ,67.74,3/26/2020
1441772,AMNIOEXCEL 24MM DISK,1209.6,3/26/2020
1441780,AMNIOEXCEL 2CMX3CM  ,1555.2,3/26/2020
1441788,AMNIOEXCEL 3.5CMX3.5,1684.8,3/26/2020
1441796,AMNIOEXCEL 15MM DISK,540,3/26/2020
1441804,AMNIOEXCEL 18MM DISK,1036.8,3/26/2020
1441812,"6"" SNARE LOOP       ",159.26,3/26/2020
1441820,SURGIFLO            ,325.93,3/26/2020
1441828,"BLADE,PARTIAL KNEE  ",889.92,3/26/2020
1441836,UNI PARTIAL KNEE    ,8812.01,3/26/2020
1441844,MENSICAL BEARING    ,1589.76,3/26/2020
1441852,ACTIVE LIFE POUCH EA,2,3/26/2020
1441860,INFLATION DEVICE    ,75.6,3/26/2020
1441868,EZDILATE 13.5-14.5FW,263.2,3/26/2020
1441876,EZDILATE 16-17-1FW  ,263.2,3/26/2020
1441884,EZDILATE 18-19-20FW ,263.2,3/26/2020
1441892,EZDILATE 13.5-14.5WG,321.98,3/26/2020
1441900,URINE DRAIN BAG 2000,4.02,3/26/2020
1441908,AMNIOEXCEL 12MM DISK,475.4,3/26/2020
1441916,NOVASURE HANDPIECE  ,1643.52,3/26/2020
1441924,COMBAT TOURNIQUET   ,76.33,3/26/2020
1441932,JP FLAT DRAIN 7MM3/4,15.26,3/26/2020
1441940,3-0 SILK SUTURE SA74,4.72,3/26/2020
1441948,4-0 VICRYL SUTURE CR,25.29,3/26/2020
1441956,TOTAL SHOULDER      ,9563.4,3/26/2020
1441964,AUXILIARY TUBE SET  ,38.3,3/26/2020
1441972,JP DRAIN 10FR FL FUL,23.41,3/26/2020
1441980,TIBIAL TRAY         ,4210.8,3/26/2020
1441988,GRIT BLAST KNEE SYS ,2313.04,3/26/2020
1441996,OPEN BOX FEMORAL    ,4225.32,3/26/2020
1442004,TIBIAL AUGMENT      ,1681.42,3/26/2020
1442012,SERIES A PAT STD    ,919.3,3/26/2020
1442020,CHLORAPREP APPLICATO,2,3/26/2020
1442028,OFFSET ADAPTOR      ,1537.92,3/26/2020
1442036,"T-TUBE,VENT         ",36.77,3/26/2020
1442044,"MICROFOAM TAPE 1""   ",2.9,3/26/2020
1442052,PUPIL EXPAND I-RING ,205.92,3/26/2020
1442060,VENT TUBE 1MM PAPAR.,32.46,3/26/2020
1442068,NEEDLE FREE IV CONN ,3.48,3/26/2020
1442076,HYDROFERA BLUE ROPE ,20.23,3/26/2020
1442084,HELICAL BLADE 100MM ,1535.38,3/26/2020
1442092,MACROBORE EXT SET   ,7,3/26/2020
1442100, CHLORAPREP APP 26ML,16.53,3/26/2020
1442108,OPTIFAX FIX 30 TAC  ,1019.52,3/26/2020
1442116,VENTIO ST LG CIRCLE ,1690.5,3/26/2020
1442124,"OSTOMY POUCH 1 1/4"" ",2,3/26/2020
1442132,"OSTOMY WAFER 1 1/4"" ",2.93,3/26/2020
1442140,MONOBLOCK TIBIAL TR ,2021.18,3/26/2020
1442148,KNEE TIBIAL BEARING ,2963.53,3/26/2020
1442156,7.5 FR C.LINE CATH  ,25.2,3/26/2020
1442164,TROCAR NON BLADE 11M,58.32,3/26/2020
1442172,TROCAR NON BLAD 12MM,58.32,3/26/2020
1442180,GIGLI SAW BLADE     ,369.53,3/26/2020
1442188,MEDIHONEY 2.4 X 2.4 ,10.85,3/26/2020
1442196,MEDIHONEY 4.33X4.33 ,25.73,3/26/2020
1442204,MEDIHONEY 2.8 X 2.8 ,13.63,3/26/2020
1442212,TEGADERM FOAM SQUARE,8.78,3/26/2020
1442220,TEGADERM FOAM OVAL  ,14.92,3/26/2020
1442228,ACETABULAR CUP      ,2073.46,3/26/2020
1442236,ECHO PF HIP FEMORAL ,3596.6,3/26/2020
1442244,MODULAR HEAD        ,1525.82,3/26/2020
1442252,TEGADERMT PAD OVAL  ,2,3/26/2020
1442260,TEGADERMTPAD 6X6    ,4.92,3/26/2020
1442268,BONE VOID FILLER 5CC,2241.89,3/26/2020
1442276,SWAB CAP            ,1,3/26/2020
1442284,TIBIAL PLATE        ,1633.5,3/26/2020
1442292,SORBION SACHET 18X10,84.22,3/26/2020
1442300,SORBION SACHET 4X4  ,17.14,3/26/2020
1442308,LONG/MED SAW BLADE  ,55.19,3/26/2020
1442316,CSZ ESOPH/RECT PROBE,14.89,3/26/2020
1442324,CSZ SKIN PROBE      ,15.55,3/26/2020
1442332,DISTAL STEM         ,5655.54,3/26/2020
1442340,PROXIMAL BODY       ,10378.9,3/26/2020
1442348,LCP HUMERUS PLATE   ,2497.92,3/26/2020
1442356,SAW BLADE 18X90X89  ,106.81,3/26/2020
1442364,ENTERAL DECLOGGER   ,12.73,3/26/2020
1442372,WOUND PROTECTOR LG  ,127.01,3/26/2020
1442380,WOUND PROTECTOR XLG ,159.26,3/26/2020
1442388,GARMENT CALF REG    ,31.38,3/26/2020
1442396,GARMENT CALF LARGE  ,49.86,3/26/2020
1442402,GARMENT THIGH REG   ,51.02,3/26/2020
1442412,GARMENT THIGH LRG   ,70.54,3/26/2020
1442420,FOLEY CATH LF 16X30 ,12.29,3/26/2020
1442428,T-PLATE             ,455.02,3/26/2020
1442436,"MICROFOAM TAPE 4""   ",11.77,3/26/2020
1442444,STYLET 10FR         ,8.99,3/26/2020
1442452,NASO AIRWAY 18 FR   ,16.83,3/26/2020
1442460,ORAL AIRWAY 70MM    ,1,3/26/2020
1442468,SPECULUM VAG LG     ,9.42,3/26/2020
1442476,CPM PAD KIT         ,71.28,3/26/2020
1442484,POVIDONE 4OZ BOTTLE ,2,3/26/2020
1442492,LANOLIN CREAM       ,6.22,3/26/2020
1442500,VICRYL O SUTURE J364,3.95,3/26/2020
1442508,SHOULDER DRAPE      ,11.35,3/26/2020
1442516,SAFTEY SCALPEL #12  ,4.75,3/26/2020
1442524,SORBAVIEW DRESSING  ,7.34,3/26/2020
1442532,STOCKINETTE STERILE ,9.41,3/26/2020
1442540,"HYDROFERA FOAM 2.5"" ",11.71,3/26/2020
1442548,VENTRALIGHT MESH 6.8,1631.18,3/26/2020
1442556,O WOUND PROT./RET. M,104.83,3/26/2020
1442564,O WOUND PROT./RET. S,104.83,3/26/2020
1442572,ECHELON 60MM STAPLER,518.04,3/26/2020
1442580,LAP SYSTEM MED      ,187.2,3/26/2020
1442588,60MM RELOAD GREEN   ,237.59,3/26/2020
1442596,60MM RELOADS BLUE   ,237.59,3/26/2020
1442604,60MM RELOADS WHITE  ,249.91,3/26/2020
1442612,HARMONIC SCALPEL    ,1500,3/26/2020
1442628,"VENTRA LIGHT ST 4.5""",1625.36,3/26/2020
1442636,SORBAFIX LAP 15     ,702,3/26/2020
